loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3590,2.0, Graduate, Yes,7400000.0,27300000.0,18.0,561.0,12600000.0,400000.0,27100000.0,9600000.0, Approved
3591,3.0, Not Graduate, Yes,4000000.0,11600000.0,6.0,539.0,5900000.0,2600000.0,12100000.0,4700000.0, Rejected
3592,3.0, Not Graduate, Yes,700000.0,2000000.0,18.0,544.0,800000.0,1300000.0,1500000.0,400000.0, Rejected
3593,2.0, Not Graduate, Yes,1900000.0,4600000.0,16.0,631.0,3200000.0,2700000.0,4500000.0,2700000.0, Approved
3594,2.0, Graduate, No,2200000.0,6800000.0,20.0,546.0,4600000.0,200000.0,4500000.0,2200000.0, Rejected
3595,1.0, Graduate, Yes,2000000.0,5600000.0,14.0,569.0,5000000.0,1100000.0,7900000.0,1600000.0, Approved
3596,4.0, Not Graduate, No,7400000.0,17900000.0,6.0,384.0,13400000.0,12300000.0,22400000.0,4700000.0, Rejected
3597,2.0, Not Graduate, Yes,2300000.0,9000000.0,6.0,583.0,3600000.0,1300000.0,6900000.0,3400000.0, Approved
3598,5.0, Not Graduate, Yes,4000000.0,15500000.0,12.0,517.0,0.0,600000.0,12100000.0,3500000.0, Rejected
3599,3.0, Graduate, Yes,1500000.0,5800000.0,18.0,420.0,800000.0,1900000.0,4100000.0,1400000.0, Rejected
3600,2.0, Not Graduate, Yes,5200000.0,12900000.0,18.0,644.0,400000.0,5000000.0,12000000.0,7500000.0, Approved
3601,2.0, Graduate, No,5400000.0,14500000.0,8.0,349.0,10800000.0,4800000.0,21100000.0,6600000.0, Rejected
3602,3.0, Graduate, No,7700000.0,25300000.0,18.0,662.0,3400000.0,11400000.0,19100000.0,9900000.0, Approved
3603,0.0, Not Graduate, Yes,1900000.0,6400000.0,20.0,704.0,900000.0,3400000.0,5300000.0,1900000.0, Approved
3604,4.0, Not Graduate, Yes,6400000.0,15500000.0,2.0,324.0,18400000.0,11100000.0,13900000.0,4500000.0, Rejected
3605,5.0, Graduate, No,700000.0,1700000.0,18.0,757.0,1900000.0,200000.0,2100000.0,600000.0, Approved
3606,3.0, Graduate, Yes,5800000.0,23000000.0,16.0,361.0,6000000.0,10100000.0,23000000.0,2800000.0, Rejected
3607,1.0, Graduate, No,1800000.0,5400000.0,4.0,415.0,4400000.0,2000000.0,5600000.0,1800000.0, Approved
3608,5.0, Graduate, Yes,4300000.0,13800000.0,18.0,618.0,9600000.0,800000.0,14000000.0,2400000.0, Approved
3609,4.0, Graduate, No,8000000.0,27100000.0,8.0,524.0,16900000.0,10900000.0,25600000.0,8400000.0, Rejected
3610,0.0, Not Graduate, No,1100000.0,4100000.0,18.0,887.0,400000.0,1300000.0,2600000.0,1300000.0, Approved
3611,2.0, Not Graduate, Yes,8800000.0,31100000.0,12.0,729.0,12300000.0,2400000.0,21900000.0,9400000.0, Approved
3612,4.0, Graduate, No,4800000.0,18600000.0,14.0,774.0,10800000.0,5800000.0,12700000.0,6500000.0, Approved
3613,0.0, Not Graduate, Yes,200000.0,700000.0,20.0,724.0,600000.0,0.0,500000.0,300000.0, Approved
3614,5.0, Graduate, Yes,1400000.0,2700000.0,16.0,320.0,900000.0,2500000.0,2700000.0,2000000.0, Rejected
3615,5.0, Graduate, No,2500000.0,6400000.0,16.0,590.0,3200000.0,3900000.0,5800000.0,3500000.0, Approved
3616,5.0, Graduate, No,8100000.0,25300000.0,8.0,796.0,15900000.0,12600000.0,21500000.0,7800000.0, Approved
3617,0.0, Graduate, Yes,6100000.0,19200000.0,6.0,890.0,13900000.0,5900000.0,16700000.0,7600000.0, Approved
3618,0.0, Not Graduate, Yes,2000000.0,4600000.0,16.0,651.0,2100000.0,2400000.0,7200000.0,1600000.0, Approved
3619,4.0, Not Graduate, No,4800000.0,10100000.0,12.0,634.0,9200000.0,300000.0,15000000.0,6900000.0, Approved
3620,4.0, Graduate, Yes,900000.0,2800000.0,2.0,660.0,1200000.0,1400000.0,2400000.0,900000.0, Approved
3621,4.0, Not Graduate, No,1300000.0,3500000.0,12.0,512.0,3300000.0,1400000.0,3200000.0,700000.0, Rejected
3622,4.0, Not Graduate, Yes,4200000.0,9100000.0,2.0,900.0,6700000.0,5300000.0,10900000.0,5900000.0, Approved
3623,2.0, Graduate, Yes,3300000.0,11100000.0,20.0,823.0,4600000.0,1500000.0,11700000.0,2900000.0, Approved
3624,2.0, Not Graduate, Yes,8700000.0,28400000.0,12.0,880.0,8000000.0,1800000.0,19400000.0,4400000.0, Approved
3625,1.0, Not Graduate, Yes,800000.0,2600000.0,2.0,439.0,600000.0,0.0,1800000.0,400000.0, Approved
3626,5.0, Graduate, Yes,7400000.0,17100000.0,2.0,441.0,14700000.0,1600000.0,20600000.0,10800000.0, Rejected
3627,3.0, Not Graduate, No,6900000.0,18500000.0,6.0,360.0,14000000.0,0.0,18800000.0,9600000.0, Rejected
3628,1.0, Graduate, Yes,8800000.0,33700000.0,14.0,561.0,10200000.0,7100000.0,25700000.0,11900000.0, Approved
3629,2.0, Graduate, Yes,8600000.0,32500000.0,4.0,758.0,20900000.0,600000.0,18000000.0,6900000.0, Approved
3630,2.0, Graduate, No,5400000.0,20600000.0,18.0,621.0,11200000.0,2200000.0,11600000.0,5500000.0, Approved
3631,4.0, Graduate, Yes,2900000.0,5900000.0,18.0,621.0,200000.0,3100000.0,8500000.0,3500000.0, Approved
3632,3.0, Graduate, No,9800000.0,21000000.0,12.0,342.0,25400000.0,16600000.0,26900000.0,7000000.0, Rejected
3633,4.0, Graduate, No,3300000.0,10800000.0,4.0,552.0,4200000.0,900000.0,8600000.0,3300000.0, Approved
3634,0.0, Not Graduate, No,300000.0,500000.0,18.0,376.0,300000.0,0.0,800000.0,300000.0, Rejected
3635,0.0, Graduate, No,1500000.0,4300000.0,12.0,801.0,4400000.0,2200000.0,3300000.0,1100000.0, Approved
3636,3.0, Not Graduate, Yes,5400000.0,16300000.0,4.0,512.0,1600000.0,3400000.0,13100000.0,6000000.0, Approved
3637,0.0, Graduate, No,6600000.0,15200000.0,18.0,497.0,1500000.0,6900000.0,14500000.0,9300000.0, Rejected
3638,0.0, Graduate, No,5700000.0,17200000.0,8.0,386.0,4200000.0,7100000.0,14400000.0,2900000.0, Rejected
3639,3.0, Not Graduate, Yes,8500000.0,26100000.0,2.0,683.0,6600000.0,10400000.0,24100000.0,5700000.0, Approved
3640,0.0, Graduate, No,7400000.0,24100000.0,16.0,779.0,800000.0,2900000.0,28900000.0,4900000.0, Approved
3641,3.0, Not Graduate, Yes,7800000.0,17700000.0,6.0,876.0,15600000.0,15200000.0,25100000.0,10800000.0, Approved
3642,3.0, Graduate, Yes,7200000.0,16500000.0,18.0,515.0,7800000.0,6300000.0,17300000.0,10600000.0, Rejected
3643,2.0, Not Graduate, No,7600000.0,19300000.0,12.0,463.0,5400000.0,1500000.0,16000000.0,9600000.0, Rejected
3644,4.0, Not Graduate, Yes,7000000.0,26700000.0,4.0,486.0,10600000.0,12200000.0,18800000.0,6000000.0, Approved
3645,0.0, Not Graduate, No,5700000.0,13000000.0,6.0,328.0,7800000.0,7500000.0,20700000.0,8200000.0, Rejected
3646,2.0, Not Graduate, No,8200000.0,30600000.0,10.0,343.0,9800000.0,11500000.0,16900000.0,7000000.0, Rejected
3647,0.0, Graduate, Yes,9000000.0,27800000.0,8.0,712.0,900000.0,6700000.0,24400000.0,5800000.0, Approved
3648,3.0, Not Graduate, No,3900000.0,11900000.0,6.0,607.0,6600000.0,6000000.0,8800000.0,2000000.0, Approved
3649,0.0, Graduate, No,6500000.0,16200000.0,4.0,812.0,17200000.0,10700000.0,20200000.0,6200000.0, Approved
3650,4.0, Not Graduate, Yes,2300000.0,7700000.0,16.0,589.0,6000000.0,4400000.0,6300000.0,2300000.0, Approved
3651,1.0, Not Graduate, No,5700000.0,21800000.0,18.0,657.0,14100000.0,3200000.0,21800000.0,3200000.0, Approved
3652,4.0, Not Graduate, No,800000.0,2800000.0,12.0,453.0,1500000.0,300000.0,2900000.0,600000.0, Rejected
3653,4.0, Not Graduate, Yes,8400000.0,19700000.0,14.0,889.0,22400000.0,5800000.0,22000000.0,12100000.0, Approved
3654,1.0, Graduate, Yes,4300000.0,17200000.0,4.0,564.0,10400000.0,6600000.0,11500000.0,2200000.0, Approved
3655,1.0, Not Graduate, Yes,300000.0,900000.0,20.0,419.0,800000.0,0.0,600000.0,300000.0, Rejected
3656,1.0, Graduate, No,8700000.0,34000000.0,16.0,663.0,5400000.0,10700000.0,17800000.0,8100000.0, Approved
3657,1.0, Not Graduate, No,4400000.0,12100000.0,4.0,884.0,9800000.0,6500000.0,15000000.0,6000000.0, Approved
3658,1.0, Graduate, Yes,5600000.0,16800000.0,16.0,528.0,7500000.0,6500000.0,12300000.0,3900000.0, Rejected
3659,2.0, Graduate, No,600000.0,1300000.0,12.0,475.0,100000.0,1100000.0,2300000.0,600000.0, Rejected
3660,4.0, Not Graduate, Yes,2500000.0,5100000.0,20.0,695.0,1100000.0,4100000.0,6700000.0,3500000.0, Approved
3661,5.0, Not Graduate, No,3800000.0,10500000.0,10.0,759.0,1800000.0,6700000.0,8100000.0,5300000.0, Approved
3662,2.0, Not Graduate, No,2500000.0,9600000.0,4.0,636.0,900000.0,1000000.0,7300000.0,2000000.0, Approved
3663,3.0, Not Graduate, Yes,5500000.0,20400000.0,10.0,546.0,10600000.0,8200000.0,13500000.0,4000000.0, Rejected
3664,5.0, Graduate, Yes,4500000.0,17100000.0,2.0,639.0,10600000.0,7500000.0,12000000.0,6500000.0, Approved
3665,4.0, Not Graduate, No,1900000.0,4000000.0,10.0,388.0,500000.0,1400000.0,5600000.0,900000.0, Rejected
3666,5.0, Graduate, Yes,6400000.0,20000000.0,12.0,594.0,100000.0,2100000.0,16500000.0,5500000.0, Approved
3667,1.0, Not Graduate, Yes,3800000.0,11100000.0,6.0,760.0,2100000.0,1800000.0,8700000.0,5700000.0, Approved
3668,4.0, Not Graduate, Yes,6300000.0,16900000.0,16.0,582.0,16000000.0,3600000.0,23700000.0,6000000.0, Approved
3669,3.0, Not Graduate, No,300000.0,600000.0,6.0,896.0,300000.0,400000.0,600000.0,400000.0, Approved
3670,5.0, Not Graduate, Yes,7100000.0,21800000.0,18.0,891.0,7000000.0,0.0,18900000.0,4700000.0, Approved
3671,2.0, Not Graduate, Yes,600000.0,1700000.0,2.0,495.0,1700000.0,200000.0,1200000.0,500000.0, Rejected
3672,3.0, Graduate, Yes,4400000.0,15300000.0,16.0,865.0,1200000.0,8400000.0,15000000.0,3400000.0, Approved
3673,4.0, Not Graduate, No,7600000.0,20800000.0,12.0,775.0,1900000.0,13600000.0,19200000.0,6400000.0, Approved
3674,5.0, Graduate, Yes,8700000.0,26400000.0,10.0,318.0,11800000.0,2900000.0,23200000.0,9200000.0, Rejected
3675,3.0, Graduate, Yes,5600000.0,12700000.0,12.0,395.0,8200000.0,9300000.0,22000000.0,6400000.0, Rejected
3676,4.0, Not Graduate, No,4100000.0,13100000.0,14.0,772.0,11200000.0,4200000.0,10500000.0,3800000.0, Approved
3677,2.0, Not Graduate, Yes,7900000.0,16100000.0,18.0,318.0,17300000.0,2900000.0,29900000.0,9300000.0, Rejected
3678,3.0, Not Graduate, Yes,5600000.0,20900000.0,14.0,649.0,4000000.0,10700000.0,13000000.0,8200000.0, Approved
3679,3.0, Not Graduate, No,1200000.0,3100000.0,10.0,438.0,1500000.0,2200000.0,3900000.0,1000000.0, Rejected
3680,5.0, Graduate, No,6900000.0,19700000.0,6.0,588.0,9800000.0,7500000.0,17100000.0,7300000.0, Approved
3681,5.0, Not Graduate, No,2700000.0,5600000.0,2.0,815.0,1100000.0,2000000.0,7100000.0,2600000.0, Approved
3682,4.0, Graduate, Yes,9800000.0,22100000.0,4.0,364.0,16800000.0,11100000.0,26500000.0,7300000.0, Rejected
3683,2.0, Not Graduate, No,9300000.0,32300000.0,4.0,586.0,14300000.0,6400000.0,37000000.0,10400000.0, Approved
3684,4.0, Not Graduate, No,6700000.0,25300000.0,12.0,555.0,16900000.0,3600000.0,23500000.0,4900000.0, Approved
3685,4.0, Graduate, No,1300000.0,4600000.0,10.0,312.0,1800000.0,600000.0,3100000.0,800000.0, Rejected
3686,2.0, Graduate, Yes,7900000.0,17100000.0,16.0,605.0,19200000.0,14100000.0,21900000.0,10400000.0, Approved
3687,5.0, Not Graduate, No,6700000.0,23200000.0,18.0,672.0,1600000.0,6700000.0,20800000.0,5400000.0, Approved
3688,2.0, Not Graduate, Yes,2100000.0,4500000.0,18.0,591.0,2500000.0,500000.0,5500000.0,1500000.0, Approved
3689,4.0, Graduate, Yes,4700000.0,11000000.0,4.0,321.0,10100000.0,100000.0,9600000.0,6900000.0, Rejected
3690,2.0, Graduate, No,3700000.0,13400000.0,16.0,393.0,6400000.0,600000.0,14200000.0,3500000.0, Rejected
3691,0.0, Graduate, Yes,5800000.0,21800000.0,2.0,561.0,4400000.0,7200000.0,15000000.0,4200000.0, Approved
3692,5.0, Graduate, Yes,2400000.0,6900000.0,20.0,725.0,1700000.0,400000.0,8800000.0,2400000.0, Approved
3693,1.0, Not Graduate, Yes,8100000.0,27600000.0,16.0,438.0,1000000.0,10500000.0,32200000.0,8000000.0, Rejected
3694,5.0, Graduate, Yes,5400000.0,21400000.0,12.0,399.0,4000000.0,9700000.0,12400000.0,6800000.0, Rejected
3695,0.0, Graduate, No,1400000.0,5400000.0,8.0,592.0,4100000.0,400000.0,4300000.0,800000.0, Approved
3696,2.0, Not Graduate, No,2500000.0,8600000.0,8.0,835.0,2500000.0,4000000.0,7700000.0,1300000.0, Approved
3697,0.0, Not Graduate, Yes,1600000.0,5300000.0,4.0,733.0,400000.0,2100000.0,5500000.0,1100000.0, Approved
3698,0.0, Not Graduate, No,3700000.0,10600000.0,20.0,484.0,5800000.0,1300000.0,13900000.0,3500000.0, Rejected
3699,5.0, Not Graduate, Yes,500000.0,1800000.0,20.0,615.0,500000.0,700000.0,1100000.0,300000.0, Approved
3700,3.0, Not Graduate, Yes,5300000.0,19500000.0,4.0,591.0,13200000.0,4700000.0,19800000.0,7900000.0, Approved
3701,0.0, Graduate, Yes,2800000.0,6800000.0,12.0,349.0,4100000.0,2000000.0,11100000.0,1400000.0, Rejected
3702,1.0, Graduate, Yes,9600000.0,29900000.0,18.0,478.0,18500000.0,15200000.0,38200000.0,9400000.0, Rejected
3703,4.0, Graduate, No,2200000.0,7800000.0,20.0,633.0,0.0,3900000.0,8400000.0,1900000.0, Approved
3704,1.0, Not Graduate, Yes,8400000.0,30900000.0,8.0,378.0,18600000.0,1000000.0,25900000.0,11100000.0, Rejected
3705,1.0, Not Graduate, No,2100000.0,5300000.0,20.0,461.0,1500000.0,3800000.0,8100000.0,1700000.0, Rejected
3706,2.0, Not Graduate, Yes,2800000.0,7000000.0,2.0,834.0,500000.0,2900000.0,8100000.0,1300000.0, Approved
3707,0.0, Not Graduate, No,2500000.0,5800000.0,20.0,671.0,7400000.0,500000.0,7500000.0,2000000.0, Approved
3708,3.0, Graduate, Yes,1700000.0,5800000.0,10.0,524.0,4100000.0,2900000.0,6600000.0,800000.0, Rejected
3709,3.0, Graduate, No,6100000.0,20700000.0,4.0,816.0,14900000.0,5400000.0,24200000.0,5900000.0, Approved
3710,3.0, Graduate, No,4100000.0,11700000.0,10.0,729.0,6900000.0,6200000.0,15400000.0,2100000.0, Approved
3711,5.0, Not Graduate, Yes,4500000.0,12700000.0,8.0,307.0,11000000.0,3800000.0,12600000.0,2700000.0, Rejected
3712,2.0, Graduate, Yes,5600000.0,19100000.0,8.0,350.0,2700000.0,1200000.0,14200000.0,4200000.0, Rejected
3713,3.0, Not Graduate, Yes,5800000.0,16600000.0,10.0,444.0,13300000.0,5900000.0,15000000.0,8500000.0, Rejected
3714,4.0, Not Graduate, No,8600000.0,26700000.0,10.0,895.0,2200000.0,8800000.0,22600000.0,6900000.0, Approved
3715,2.0, Graduate, No,2900000.0,10500000.0,20.0,708.0,4200000.0,600000.0,7700000.0,4300000.0, Approved
3716,2.0, Not Graduate, Yes,8300000.0,17600000.0,2.0,355.0,1000000.0,700000.0,28400000.0,6800000.0, Rejected
3717,5.0, Not Graduate, No,2400000.0,5100000.0,6.0,756.0,1500000.0,200000.0,5300000.0,3400000.0, Approved
3718,4.0, Graduate, No,5600000.0,12000000.0,4.0,719.0,5600000.0,2900000.0,14500000.0,3400000.0, Approved
3719,1.0, Graduate, Yes,9500000.0,35400000.0,14.0,439.0,400000.0,1200000.0,20200000.0,13500000.0, Rejected
3720,4.0, Not Graduate, Yes,4900000.0,15900000.0,10.0,668.0,10800000.0,8300000.0,14900000.0,2800000.0, Approved
3721,4.0, Not Graduate, Yes,5900000.0,16500000.0,2.0,765.0,13000000.0,9400000.0,20000000.0,3500000.0, Approved
3722,5.0, Graduate, Yes,500000.0,1500000.0,4.0,476.0,200000.0,200000.0,1100000.0,700000.0, Approved
3723,3.0, Graduate, No,7000000.0,21700000.0,14.0,781.0,5400000.0,8500000.0,19300000.0,9600000.0, Approved
3724,1.0, Not Graduate, No,3500000.0,12700000.0,4.0,350.0,5200000.0,6800000.0,12900000.0,1800000.0, Approved
3725,0.0, Graduate, No,5200000.0,12200000.0,16.0,783.0,5000000.0,2000000.0,11400000.0,5100000.0, Approved
3726,3.0, Graduate, Yes,6300000.0,19900000.0,12.0,770.0,1900000.0,2400000.0,15500000.0,3100000.0, Approved
3727,2.0, Not Graduate, No,8400000.0,28300000.0,10.0,822.0,1800000.0,16000000.0,33000000.0,4400000.0, Approved
3728,1.0, Not Graduate, Yes,7500000.0,22500000.0,14.0,469.0,12300000.0,9600000.0,16200000.0,4500000.0, Rejected
3729,2.0, Graduate, No,3300000.0,13000000.0,16.0,300.0,5500000.0,5900000.0,7400000.0,3100000.0, Rejected
3730,2.0, Not Graduate, No,8800000.0,22400000.0,14.0,692.0,21700000.0,5100000.0,18600000.0,10900000.0, Approved
3731,5.0, Graduate, No,200000.0,700000.0,18.0,707.0,-100000.0,100000.0,500000.0,200000.0, Approved
3732,5.0, Not Graduate, Yes,8000000.0,29100000.0,4.0,658.0,10600000.0,8600000.0,28800000.0,4600000.0, Approved
3733,3.0, Graduate, No,1000000.0,4000000.0,6.0,625.0,700000.0,100000.0,2800000.0,500000.0, Approved
3734,1.0, Graduate, No,9400000.0,26700000.0,10.0,343.0,7600000.0,2500000.0,28600000.0,13200000.0, Rejected
3735,5.0, Graduate, No,2100000.0,7300000.0,18.0,358.0,3700000.0,3200000.0,7200000.0,2200000.0, Rejected
3736,4.0, Graduate, Yes,5400000.0,11500000.0,20.0,705.0,14600000.0,3800000.0,13500000.0,6100000.0, Approved
3737,2.0, Graduate, Yes,4700000.0,15100000.0,8.0,799.0,9700000.0,2500000.0,10700000.0,4700000.0, Approved
3738,3.0, Graduate, No,8800000.0,33700000.0,12.0,397.0,17300000.0,16000000.0,22200000.0,8800000.0, Rejected
3739,5.0, Graduate, No,3200000.0,12200000.0,6.0,493.0,7700000.0,6200000.0,6700000.0,2100000.0, Rejected
3740,0.0, Graduate, Yes,7200000.0,21900000.0,4.0,446.0,17700000.0,10900000.0,24500000.0,7600000.0, Approved
3741,2.0, Not Graduate, Yes,2500000.0,7200000.0,16.0,315.0,5500000.0,3300000.0,4900000.0,2800000.0, Rejected
3742,5.0, Not Graduate, Yes,6900000.0,15700000.0,14.0,887.0,13800000.0,5300000.0,25200000.0,4500000.0, Approved
3743,5.0, Graduate, Yes,5700000.0,20500000.0,16.0,429.0,2800000.0,1900000.0,22400000.0,3900000.0, Rejected
3744,4.0, Graduate, Yes,5500000.0,15100000.0,18.0,673.0,10500000.0,8000000.0,13900000.0,7200000.0, Approved
3745,4.0, Not Graduate, Yes,9200000.0,29100000.0,10.0,731.0,14500000.0,8300000.0,35800000.0,5000000.0, Approved
3746,5.0, Graduate, Yes,5700000.0,11500000.0,2.0,732.0,15800000.0,3700000.0,15600000.0,5300000.0, Approved
3747,5.0, Graduate, Yes,5000000.0,16400000.0,14.0,525.0,13000000.0,9100000.0,15300000.0,3300000.0, Rejected
3748,4.0, Not Graduate, No,2300000.0,5500000.0,6.0,343.0,-100000.0,4100000.0,4800000.0,3200000.0, Rejected
3749,0.0, Not Graduate, Yes,3000000.0,11000000.0,16.0,331.0,8000000.0,4500000.0,6600000.0,2400000.0, Rejected
3750,0.0, Not Graduate, No,7900000.0,26200000.0,18.0,845.0,14200000.0,14700000.0,27400000.0,6300000.0, Approved
3751,2.0, Graduate, No,2000000.0,6200000.0,16.0,696.0,4100000.0,600000.0,5400000.0,1300000.0, Approved
3752,5.0, Not Graduate, No,2700000.0,8700000.0,14.0,772.0,2200000.0,2800000.0,7600000.0,3700000.0, Approved
3753,3.0, Graduate, Yes,6400000.0,15800000.0,18.0,628.0,6900000.0,2700000.0,24800000.0,5300000.0, Approved
3754,0.0, Not Graduate, Yes,8200000.0,19100000.0,2.0,764.0,22900000.0,8900000.0,20500000.0,4000000.0, Approved
3755,1.0, Graduate, No,2800000.0,6900000.0,14.0,553.0,400000.0,4900000.0,6800000.0,4200000.0, Approved
3756,1.0, Not Graduate, No,8900000.0,20000000.0,2.0,653.0,12700000.0,600000.0,17800000.0,9900000.0, Approved
3757,1.0, Not Graduate, No,5100000.0,20000000.0,4.0,506.0,7900000.0,8900000.0,20300000.0,6700000.0, Approved
3758,3.0, Graduate, No,2800000.0,8500000.0,20.0,431.0,6200000.0,1700000.0,7800000.0,2200000.0, Rejected
3759,2.0, Not Graduate, Yes,6100000.0,12300000.0,18.0,697.0,14100000.0,9100000.0,12600000.0,3500000.0, Approved
3760,2.0, Not Graduate, No,8400000.0,24500000.0,6.0,588.0,11000000.0,1300000.0,22900000.0,10400000.0, Approved
3761,1.0, Not Graduate, No,1600000.0,5600000.0,6.0,846.0,600000.0,2800000.0,4600000.0,1200000.0, Approved
3762,5.0, Graduate, No,4100000.0,11000000.0,14.0,379.0,6200000.0,1700000.0,8500000.0,5400000.0, Rejected
3763,1.0, Not Graduate, No,300000.0,700000.0,10.0,745.0,0.0,0.0,900000.0,100000.0, Approved
3764,3.0, Graduate, No,9600000.0,34500000.0,20.0,523.0,26100000.0,2600000.0,24300000.0,5300000.0, Rejected
3765,4.0, Graduate, Yes,8300000.0,25400000.0,4.0,624.0,22900000.0,4000000.0,24800000.0,5400000.0, Approved
3766,1.0, Graduate, No,4600000.0,16700000.0,16.0,407.0,13000000.0,6000000.0,9800000.0,2800000.0, Rejected
3767,3.0, Not Graduate, Yes,5600000.0,11600000.0,12.0,756.0,3300000.0,1800000.0,18400000.0,7800000.0, Approved
3768,3.0, Graduate, Yes,4100000.0,8300000.0,16.0,351.0,6000000.0,100000.0,11100000.0,2200000.0, Rejected
3769,3.0, Not Graduate, No,3700000.0,13400000.0,18.0,373.0,2800000.0,100000.0,13200000.0,2500000.0, Rejected
3770,4.0, Not Graduate, Yes,800000.0,2400000.0,2.0,461.0,1300000.0,1300000.0,2300000.0,300000.0, Approved
3771,4.0, Graduate, No,8100000.0,28100000.0,12.0,672.0,5600000.0,9200000.0,17200000.0,9500000.0, Approved
3772,2.0, Graduate, Yes,2700000.0,9500000.0,10.0,434.0,2700000.0,1500000.0,8100000.0,1800000.0, Rejected
3773,2.0, Not Graduate, Yes,7000000.0,21400000.0,12.0,541.0,3700000.0,1300000.0,19800000.0,9600000.0, Rejected
3774,3.0, Not Graduate, Yes,8100000.0,29300000.0,2.0,413.0,8100000.0,15100000.0,25500000.0,6400000.0, Approved
3775,1.0, Graduate, No,3200000.0,7600000.0,4.0,592.0,3000000.0,1400000.0,8100000.0,4700000.0, Approved
3776,4.0, Not Graduate, Yes,400000.0,1400000.0,10.0,665.0,300000.0,300000.0,1500000.0,200000.0, Approved
3777,1.0, Graduate, No,7800000.0,23900000.0,4.0,313.0,2600000.0,15300000.0,23000000.0,10900000.0, Approved
3778,0.0, Not Graduate, No,5800000.0,19600000.0,14.0,673.0,8900000.0,10700000.0,18000000.0,7200000.0, Approved
3779,0.0, Not Graduate, Yes,2600000.0,6000000.0,8.0,382.0,1700000.0,2200000.0,8200000.0,1600000.0, Rejected
3780,5.0, Not Graduate, No,5400000.0,21100000.0,12.0,661.0,15800000.0,10400000.0,20100000.0,5400000.0, Approved
3781,3.0, Graduate, Yes,600000.0,1700000.0,4.0,576.0,400000.0,100000.0,2100000.0,500000.0, Approved
3782,1.0, Graduate, No,600000.0,1200000.0,14.0,443.0,700000.0,1000000.0,2200000.0,800000.0, Rejected
3783,5.0, Graduate, Yes,9500000.0,21700000.0,16.0,307.0,27500000.0,2700000.0,28500000.0,9700000.0, Rejected
3784,4.0, Graduate, Yes,1900000.0,4800000.0,12.0,656.0,1500000.0,1600000.0,5400000.0,1700000.0, Approved
3785,1.0, Graduate, Yes,9800000.0,21200000.0,4.0,885.0,18000000.0,16400000.0,37300000.0,10800000.0, Approved
3786,3.0, Graduate, No,7800000.0,16600000.0,20.0,896.0,12400000.0,10800000.0,30500000.0,5500000.0, Approved
3787,5.0, Not Graduate, No,4900000.0,14100000.0,2.0,802.0,3300000.0,7500000.0,16100000.0,2700000.0, Approved
3788,3.0, Graduate, Yes,8300000.0,22700000.0,2.0,650.0,3600000.0,16000000.0,18000000.0,5800000.0, Approved
3789,4.0, Not Graduate, Yes,3900000.0,8900000.0,10.0,665.0,9300000.0,4000000.0,9200000.0,5300000.0, Approved
3790,2.0, Graduate, No,9000000.0,35700000.0,12.0,339.0,15200000.0,8400000.0,19500000.0,9000000.0, Rejected
3791,1.0, Not Graduate, No,9600000.0,32400000.0,20.0,447.0,15400000.0,18400000.0,19800000.0,4700000.0, Rejected
3792,5.0, Not Graduate, Yes,1000000.0,2400000.0,18.0,613.0,1600000.0,1300000.0,2600000.0,600000.0, Approved
3793,5.0, Graduate, No,2800000.0,7200000.0,16.0,424.0,900000.0,5000000.0,6100000.0,3200000.0, Rejected
3794,2.0, Not Graduate, No,8300000.0,20800000.0,6.0,667.0,19300000.0,4100000.0,25400000.0,6800000.0, Approved
3795,4.0, Not Graduate, Yes,6900000.0,18300000.0,18.0,715.0,8200000.0,600000.0,15000000.0,7500000.0, Approved
3796,5.0, Not Graduate, Yes,3800000.0,9100000.0,18.0,654.0,9000000.0,4000000.0,10200000.0,3000000.0, Approved
3797,2.0, Not Graduate, No,8000000.0,17800000.0,20.0,549.0,2400000.0,9700000.0,27400000.0,10800000.0, Rejected
3798,4.0, Graduate, Yes,9800000.0,29700000.0,4.0,373.0,11100000.0,5500000.0,37800000.0,10000000.0, Approved
3799,0.0, Graduate, Yes,2900000.0,7200000.0,16.0,332.0,3600000.0,5700000.0,7600000.0,3600000.0, Rejected
3800,4.0, Graduate, No,7900000.0,31500000.0,20.0,534.0,12400000.0,8500000.0,21600000.0,6400000.0, Rejected
3801,3.0, Not Graduate, No,4600000.0,17900000.0,8.0,396.0,10700000.0,4000000.0,12300000.0,2600000.0, Rejected
3802,2.0, Graduate, No,1000000.0,3700000.0,18.0,892.0,2200000.0,800000.0,3000000.0,500000.0, Approved
3803,5.0, Graduate, No,9000000.0,21300000.0,14.0,602.0,3400000.0,7700000.0,35400000.0,11000000.0, Approved
3804,0.0, Graduate, Yes,9400000.0,36100000.0,10.0,615.0,21200000.0,3800000.0,27400000.0,9100000.0, Approved
3805,5.0, Graduate, Yes,7400000.0,23300000.0,20.0,482.0,15700000.0,3600000.0,29100000.0,6800000.0, Rejected
3806,0.0, Graduate, No,6600000.0,20100000.0,16.0,397.0,19200000.0,7000000.0,17200000.0,8400000.0, Rejected
3807,0.0, Not Graduate, No,1300000.0,3400000.0,10.0,464.0,1200000.0,200000.0,3500000.0,1400000.0, Rejected
